15062052;3162264
7992468;3161544
7661401;3161544
6930656;3161544
6348840;3161544
7863404;3161544
7100461;3161544
6203588;3161544
8939547;3161544
8130616;3161096
8333321;3161016
10074332;3161016
9480024;3161016
9476525;3161016
13195279;3161016
8235146;3161016
8605069;3161016
9292860;3161016
6029445;3162496
5889002;3611680
6189619;3611680
5467040;3611680
6078967;3611568
6840975;3611680
6334505;3611680
5816725;3611680
6057468;3611680
7368877;3611912
10052775;3611800
5759006;3611800
7173868;3611912
6600875;3611912
6315492;3611800
6037520;3611800
8601523;3611912
9782012;3611800
7126717;3611800
6020622;3611912
6273935;3612000
7744138;3611888
6353114;3612000
6800727;3612000
6899214;3611888
7362763;3612000
6900224;3612000
6568177;3611888
6177543;3612000
7023517;3611888
6910725;3612000
6151729;3612000
6103742;3611888
6601119;3612000
5863683;3612000
5780271;3612000
5931538;3612000
6312567;3611888
6728772;3611888
7336461;3611888
6328595;3612000
6425927;3611888
5942275;3612000
6324137;3611888
6542495;3611888
6185196;3612000
6377483;3611888
6611024;3611888
6160338;3612000
6034898;3612000
6416510;3611888
7157172;3611888
6258095;3611888
5986460;3612000
7418241;3611888
6539485;3611888
4321028;3611984
6138959;3612032
6690139;3612080
7242660;3612080
8132955;3612080
6818422;3612080
7456656;3612080
7359506;3612080
7798851;3612192
7086515;3612192
6596615;3612192
7463762;3612192
6672448;3612192
8688078;3612192
8769337;3612192
8947166;3612192
7826877;3612192
9585568;3612192
10468187;3612192
8293108;3612192
7524096;3612192
8907869;3612192
7925422;3612192
7895263;3612192
7787002;3612192
6796265;3612192
7761566;3612192
7218315;3612192
7636404;3612192
7045712;3612192
6788830;3612192
7442514;3612176
8490535;3612192
6429183;3612192
7226224;3612192
7176957;3612192
6999851;3612176
6308032;3612192
7414393;3612192
7311452;3612192
13548729;3612176
8796566;3612192
7180911;3612192
6875978;3612192
7625732;3612192
7394553;3612192
6402594;3612192
6618075;3612192
7100140;3612192
6786280;3612192
7201634;3612192
7228533;3612192
7555881;3612192
6787099;3612192
7135290;3612192
6864521;3612192
6520765;3612192
6801099;3612192
10315915;3450224
7085089;3612192
6982746;3612304
10868243;3612304
6471590;3612304
6571448;3612288
6728290;3612304
6374577;3612192
6447440;3612304
6249084;3612304
7344744;3612208
6369353;3612320
6860223;3612208
8133943;3612304
8898520;3612208
6389056;3612320
6980132;3612208
7041204;3612320
6942722;3612320
6925925;3612384
6916417;3612384
7571403;3612384
7052527;3612368
7136118;3612368
6907863;3612384
6603655;3612272
6871789;3612384
7264937;3612272
7382051;3612272
6684564;3612272
6568728;3612384
8587459;3612464
16708522;3612464
6779642;3612464
6853157;3612352
7068515;3612448
6850110;3612464
7261664;3612352
6948325;3612336
7394671;3612352
6764115;3612352
7191725;3612336
6609897;3612464
6519135;3612352
7107126;3612464
6991026;3612448
6641871;3612464
9573861;3612448
6702041;3612352
7328014;3612464
6941811;3612464
7130699;3612464
6811246;3612352
7574336;3612336
6916842;3612464
7134168;3612352
6481837;3612464
5136443;3450224
6813078;3450240
7140638;3450224
17223142;3450224
9201068;3450240
5404742;3450224
7129019;3450240
7333523;3450240
7804411;3451744
8140440;3450240
7143478;3450240
7559856;3450240
7177625;3450240
6641948;3450224
5058497;3450240
4932247;3450240
7336712;3450224
5411813;3450224
7722850;3450240
6788652;3450240
6508240;3612304
7793762;3613440
8260619;3613992
7002682;3613888
6563177;3612368
7040713;3614368
5038848;3451312
7355530;3450336
6792713;3450352
8184329;3450336
7162310;3450240
7117734;3450224
7158988;3450352
6790430;3450256
6795085;3450256
6498167;3450256
6437677;3450256
7296939;3450256
7326932;3450944
7133855;3450928
7159648;3450352
7090213;3450256
7306365;3450928
7448096;3450240
7790341;3450352
7469185;3451488
7282132;3450256
6888625;3450368
5088490;3450368
7074650;3450352
7134137;3452224
7212268;3450256
6864515;3451632
7281226;3450256
7106128;3452744
7603631;3450368
7652929;3451632
7334562;3450240
8648363;3450352
7240689;3450368
7368802;3450368
7209049;3450368
7903360;3450256
6921619;3452272
6748209;3450256
6795486;3450240
6775498;3451584
7856232;3451408
7686785;3450352
8199645;3516888
7641781;3516984
7554645;3517000
12433571;3518040
8316342;3516888
9241968;3518040
7330158;3516856
7284009;3518344
7216434;3516888
7989880;3516888
7787326;3518856
7226911;3517000
7263604;3516872
7128371;3516872
12288177;3517000
6055736;3517000
4595745;3517000
5820347;3516968
4283797;3516984
6027814;3516968
5718794;3517000
