6773476;3517000
6439977;3517000
4792287;3517000
14767829;3161200
5099548;3449400
6155197;3450008
4841527;3448504
6476403;3448504
7108796;3448824
5645845;3448648
5745534;3449336
7006162;3449896
6970443;3448648
6514566;3450176
6220795;3448848
5923609;3448848
6123467;3449200
7475926;3450320
6086401;3448864
6194142;3448752
6652200;3450304
6440818;3448848
7443432;3451040
6947054;3448752
8301932;3448752
6852077;3450064
6038779;3448864
5946192;3449200
6371677;3515312
7551064;3515232
6963068;3515184
6852679;3515312
7148122;3517112
7800009;3515296
7487474;3515360
9212195;3515408
7735401;3515392
6310292;3515520
7419197;3515904
7329024;3515968
5798569;3515968
5415733;3515984
8189499;3515952
6952304;3515984
7584976;3520808
9878031;3517688
5118672;3517560
7061639;3517560
6441683;3518280
6748274;3517592
7791259;3517576
8393630;3519000
8354795;3517576
5913428;3517592
9295268;3519496
7615759;3517592
6065786;3520032
8431359;3518504
8130947;3517704
5737370;3520440
5888373;3520160
7865958;3518728
8768635;3517704
7894257;3520080
8966708;3519896
5934655;3520808
8065618;3517608
7647888;3518464
6392210;3520424
7915568;3517640
6466290;3517640
6749651;3517968
7282383;3517984
8249755;3517952
