B₃((p ∨ q) ∨ ((q → r) ∧ q));5415733;3515984;false;1
B₃(¬p ∧ (¬q ∧ p));8189499;3515952;false;1
B₃((q ∨ q) → ((q → r) ⇿ q));6952304;3515984;false;1
B₂(B₁r ∧ (p ∧ q)) ∨ q;6767216;3451336;false;2
¬M₃(B₂r ⇿ (p ∧ q));15440291;3450008;false;2
¬M₂M₃((p ∧ q) → r);7701890;3450504;false;2
¬B₁B₂((q ∧ q) → p);10076185066;3617832;false;2
¬M₂((p ∨ q) ∨ M₂r);6194292;3449720;false;2
¬M₂(B₁p ∨ M₁r);22100976;3541608;false;2
¬¬M₃(M₁q ∨ p);10060452150;3617176;false;2
¬B₂B₃((q ∧ q) → p);10044025961;3616744;false;2
¬M₃M₂((q ⇿ q) ⇿ q);4095023;3450760;false;2
M₂r ∧ B₁M₂(q ∨ r);7079835;3461320;false;2
M₁p ∧ B₁(r ⇿ M₁p);7119230;3461320;false;2
(p ∧ r) ∧ ¬M₂M₂q;6253578;3449096;false;2
((q ⇿ q) ⇿ q) ∧ B₁M₁q;7253721;3449200;false;2
M₃M₁(p ∧ p) ∧ B₃r;73149704723;10376432;false;2
M₃M₃((p → r) → r) ∧ p;10008856490;3617744;false;2
B₃((p ⇿ p) ⇿ B₃r) ∧ r;7510664;3451712;false;2
¬M₁M₃(p ∧ r) ∧ r;5812495;3450656;false;2
M₃((p ∨ q) ∧ B₃q) ∧ q;10021902146;3619536;false;2
r ∨ M₂M₂((p ∧ r) ∧ p);10078635574;3619984;false;2
B₂r ∨ M₁B₂(q ∧ q);74331603853;10376432;false;2
(p ⇿ r) ∨ M₃¬M₁p;10037421590;3617280;false;2
(p ∧ r) ∨ M₁M₃(p ∧ r);10057483716;3616400;false;2
(p → p) ∨ B₃M₂(q ⇿ r);6592118;3448968;true;2
((r ∧ r) ⇿ q) ∨ B₂M₂r;6180644;3450768;false;2
B₁(q ∨ r) ∨ B₂B₁r;76196116394;10421808;false;2
M₃M₁q ∨ M₃B₃p;11750035974;6504032;false;2
M₂(B₁p ∨ r) ∨ B₁p;66579861815;10376432;false;2
(B₂M₃r ⇿ p) ∨ (q ⇿ r);11178037794;3787656;false;2
