34032162;3067000
7449430;3061704
4367776;3063008
5913967;3138768
5342825;3138808
8135625;3139032
5276623;3139048
5525960;3140328
4745544;3140328
5705810;3140328
7758740;3140328
9237719;3140328
4709174;3140328
6014303;3140328
10587373;3140328
7819433;3140328
6510175;3140440
5949458;3140440
4912899;3140440
5100544;3140440
4873638;3140440
5158791;3140440
6377869;3140440
6296849;3140440
6257788;3140440
6759258;3140440
5989976;3140440
6068279;3140440
6383668;3140440
5253860;3140440
4524686;3140440
7704595;3140440
6395280;3140440
5579664;3162312
8521613;3611784
7824192;3611384
7796577;3611384
6192949;3611384
6837464;3611384
6074682;3611384
7534111;3611384
5674653;3611384
6511759;3611384
6472630;3611384
6615442;3611384
5577389;3611384
7343206;3611384
5543066;3611384
8081261;3611384
5374865;3611368
7541376;3611400
5504767;3611384
6880125;3611400
6600864;3611616
6315516;3611600
5620888;3611616
5767086;3611600
5768543;3611616
6271605;3611616
5994481;3611616
6253077;3611616
5925628;3611600
6781951;3611616
5790418;3611616
6364207;3611616
5994095;3611616
6439577;3611616
6265817;3611616
6984795;3611616
6427703;3611704
5861461;3611704
7266942;3611704
6179611;3611704
7252574;3611704
5977082;3611704
5827982;3611704
7030367;3611704
6468010;3611704
6514459;3611704
5874448;3611704
6315834;3611704
7111858;3611704
6555913;3611704
6996579;3611704
6379977;3611704
7107384;3611688
7487876;3611704
6573842;3611688
7032268;3611704
6172344;3611704
6224341;3611704
5988886;3611704
6115151;3611704
6227801;3611704
6092948;3611704
6513445;3611704
6016925;3611704
6595002;3611704
6212097;3611704
8847903;3611704
6426151;3611704
6605547;3611704
5751805;3611704
7107546;3611704
6095006;3611704
5801718;3611704
6175515;3611704
5910901;3611704
7052547;3611704
6710919;3611992
6801665;3611992
6392184;3612008
6763048;3611992
6332017;3611992
7133903;3611992
6648784;3612024
6364936;3612024
6786193;3612024
6589403;3612008
7528029;3612024
6799833;3612024
7372215;3612008
6775465;3612088
6846708;3612088
6998544;3612088
6834498;3612072
7285169;3612088
6413437;3612072
6702717;3612168
7205743;3612152
6720000;3612168
6397677;3612168
6790853;3612168
6497260;3612168
6395877;3612168
7675205;3612168
7175294;3612168
12574099;3612152
6567215;3612168
15125638;3612168
7038800;3612168
6543707;3612168
7069141;3612168
6834138;3612168
7135911;3612168
6553205;3612168
6978390;3612168
6686061;3450056
7632879;3450056
6763868;3450024
7037256;3450024
7191664;3450056
7299270;3450040
7553844;3450072
6938650;3450072
6593429;3450072
7840298;3450072
7618143;3450072
6771500;3450072
7780384;3450072
6935135;3450072
7028181;3450056
6519629;3450056
6714601;3450072
6979562;3450072
8718482;3450072
23792966;3450072
7561037;3516704
5672571;3448208
6598143;3448480
6984699;3448568
6843080;3448568
7628997;3448568
7125718;3515016
13987437;3515000
6508181;3515112
6923808;3515096
5328319;3517376
7575460;3517408
9992532;3517376
7587004;3517360
7395326;3517392
8115466;3517472
10251815;3517472
